region,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,is_price_outlier,price_bin,distance_to_region_center,region_encoded,host_experience_level,price_per_review
San Francisco,48110320,Bay and ocean views in Monterey Heights,387962998,David,West of Twin Peaks,37.73508,-122.46109,Entire home/apt,525.0,5,8,2024-06-25,0.17,1,167,1,2023-006356STR,False,High,5.7472716286109335,0,Newbie,58.333333333333336
San Francisco,48124606,Sunny city view apartment 2 bedrooms,694377,Beatrice,Nob Hill,37.7957,-122.41361,Entire home/apt,126.0,30,8,2024-06-15,0.16,16,307,0,,False,Mid,2.3643093727571483,0,Superhost,14.0
San Francisco,48135674,Art Deco in Mission,1809413,Kunal,Mission,37.75173,-122.40834,Entire home/apt,225.0,2,6,2025-05-01,0.28,1,149,1,2023-006170STR,False,High,2.7501440008384748,0,Newbie,32.142857142857146
San Francisco,48184964,Completely Renovated 2BR 2BA on Dolores St corner,388728582,Thai,Noe Valley,37.74827,-122.42557,Entire home/apt,540.0,3,31,2025-06-06,0.6,2,213,21,2024-000962STR,False,High,3.0053022551920368,0,Intermediate,16.875
San Francisco,48201577,Private 2 Bed Oceanviews Beach Home w/Roof Deck,371281355,Pedro,Outer Sunset,37.75966,-122.50913,Entire home/apt,180.0,30,7,2025-05-05,0.31,8,121,5,,False,Mid,8.084974572372523,0,Experienced,22.5
San Francisco,48230046,763 - Private Comfy 2B1B Ground Unit in Richmond,385452652,James,Outer Richmond,37.77589,-122.49409,Entire home/apt,173.0,2,211,2025-06-12,4.16,1,127,37,2023-008915STR,False,Mid,6.58108142125289,0,Newbie,0.8160377358490566
San Francisco,48255110,Bright Historic Nob Hill Studio — 30 Day Stay,268366790,Alyssa,Nob Hill,37.79296,-122.41637,Entire home/apt,80.0,30,8,2025-05-03,0.19,1,166,4,,False,Low,2.022214747921559,0,Newbie,8.88888888888889
San Francisco,48267727,B-Private Room and Bath at Marina/Cow Hollow,157999191,Berlin,Marina,37.7993,-122.43226,Private room,68.0,30,16,2025-02-20,0.31,26,228,3,,False,Low,2.9355800793424693,0,Superhost,4.0
San Francisco,48274411,E-Private Room (share bath) at Marina/Cow Hollow,157999191,Berlin,Marina,37.80055,-122.43221,Private room,59.0,30,9,2025-03-22,0.18,26,318,5,,False,Low,3.0624140141985614,0,Superhost,5.9
San Francisco,48274426,D-Private Room (share bath) at Marina/Cow Hollow,157999191,Berlin,Marina,37.79886,-122.43266,Private room,59.0,30,7,2024-05-27,0.14,26,337,0,,False,Low,2.904577347402304,0,Superhost,7.375
San Francisco,48274436,C-Private Room (share bath) at Marina/Cow Hollow,157999191,Berlin,Marina,37.79887,-122.43382,Private room,56.0,30,14,2025-05-03,0.27,26,301,3,,False,Low,2.9481538286531648,0,Superhost,3.7333333333333334
San Francisco,48299614,Cozy 2Beds/2Baths in Central SF w. Parking Onsite,389814586,JieYan,Parkside,37.74024,-122.47209,Entire home/apt,209.0,1,441,2025-06-15,8.46,1,276,116,STR-0003871,False,Mid,6.029717321580871,0,Newbie,0.47285067873303166
San Francisco,48326392,"Blueground | SoMa, w/d, rooftop, nr muni",107434423,Blueground,South of Market,37.7807994,-122.41184,Entire home/apt,298.0,31,3,2024-03-01,0.06,188,306,0,,False,High,0.9339798648895031,0,Superhost,74.5
San Francisco,48326770,Brand New Modern Studio with Private Patio,129904961,Galina,Pacific Heights,37.79562,-122.42668,Entire home/apt,106.0,30,5,2023-08-15,0.15,5,167,0,,False,Low,2.387498645607598,0,Experienced,17.666666666666668
San Francisco,48341928,Potrero Hill 2BR w/ Sweeping Views.,248967671,Jennifer Camille,Potrero Hill,37.75974,-122.39655,Entire home/apt,170.0,30,12,2025-05-20,0.25,1,151,3,,False,Mid,2.6238595889499687,0,Newbie,13.076923076923077
San Francisco,48382323,"Wyndham Canterbury, San Francisco, CA Sleeps 4",199349788,Dan,Downtown/Civic Center,37.78832,-122.41371,Private room,332.0,3,9,2023-03-26,0.17,1,2,0,1121760,False,High,1.571594257816779,0,Newbie,33.2
San Francisco,48401828,Brand New Hayes Valley Luxury Condo!,5203636,Alexander Michael,Western Addition,37.77721,-122.42648,Entire home/apt,189.0,30,20,2025-06-14,0.4,2,215,4,,False,Mid,0.6743801719712645,0,Intermediate,9.0
San Francisco,48473036,Cozy Sunset suite,390988801,Olga,Outer Sunset,37.75883,-122.48778,Entire home/apt,108.0,3,111,2025-06-15,2.21,1,289,12,pending,False,Low,6.283420199651422,0,Newbie,0.9642857142857143
San Francisco,48524582,Rest and Recharge in a Stunning Designer's Home.,28936230,Vijay,Bernal Heights,37.74134,-122.42109,Entire home/apt,517.0,4,6,2025-04-30,0.23,1,159,1,2025-001726STR,False,High,3.7278641398173704,0,Newbie,73.85714285714286
San Francisco,48544348,Newly Renovated Room Near Alamo Square,2060012,Ari,Western Addition,37.7727,-122.43095,Private room,73.0,30,5,2024-10-31,0.17,31,160,3,,False,Low,1.0464607585869141,0,Superhost,12.166666666666666
San Francisco,48550865,Gateway to the Presidio,785720,Robert,Inner Richmond,37.78553,-122.47062,Entire home/apt,111.0,30,16,2025-05-30,0.34,1,170,5,,False,Mid,4.663875834872353,0,Newbie,6.529411764705882
San Francisco,48566499,Gorgeous Renovated Near Painted LadiesHayes Valley,2060012,Ari,Western Addition,37.77394,-122.42892,Private room,90.0,30,3,2024-01-31,0.07,31,167,0,,False,Low,0.8454610762376135,0,Superhost,22.5
San Francisco,48567054,Luxurious 1BD/1BA in Shared Condo In SF!,391844602,Moustapha,South of Market,37.77557,-122.41304,Private room,229.0,30,23,2022-10-11,0.45,2,42,0,City registration pending,False,High,0.5652283861148136,0,Intermediate,9.541666666666666
San Francisco,48605702,Sf's coolest area 2 bedroom long term,10699902,Kevin Michael,Western Addition,37.77867,-122.42667,Entire home/apt,131.0,60,8,2024-12-11,0.17,3,286,2,,False,Mid,0.7650476152273388,0,Intermediate,14.555555555555555
San Francisco,48624676,Beautifully curated loft in SOMA,9790104,Anita,South of Market,37.77806,-122.41155,Entire home/apt,160.0,30,14,2024-11-17,0.3,1,231,2,,False,Mid,0.7754273833027296,0,Newbie,10.666666666666666
San Francisco,48626824,Beautiful 2 bedroom flat in Sunny Potrero Hill!,24949211,Ed,Potrero Hill,37.76035,-122.40338,Entire home/apt,174.0,30,6,2024-08-23,0.13,3,163,1,,False,Mid,2.1448447609454484,0,Intermediate,24.857142857142858
San Francisco,48631814,Modern Safe 1Bed and 1Bath Apt w/ Private Entrance,69892706,Norma,Lakeshore,37.73352,-122.49277,Entire home/apt,226.0,2,46,2025-03-27,1.11,1,151,5,STR-0004782,False,High,7.930931969196446,0,Newbie,4.808510638297872
San Francisco,48641804,Central SOMA/Civic Center SF Downtown With Views!,42906831,Wesley,Downtown/Civic Center,37.78101,-122.41291,Entire home/apt,110.0,30,11,2025-04-24,0.22,1,288,3,,False,Mid,0.8870172464027979,0,Newbie,9.166666666666666
San Francisco,48661006,Private Suite in the Center of Haight/Hayes Valley,2060012,Ari,Western Addition,37.77352,-122.4306,Private room,74.0,30,3,2023-04-08,0.07,31,202,0,,False,Low,0.9985494056702058,0,Superhost,18.5
San Francisco,48693771,"Views, views, two bedroom light and airy flat",233741653,Diana Martha,Potrero Hill,37.76147,-122.40332,Private room,80.0,31,1,2023-08-20,0.04,1,75,0,,False,Low,2.056508103477851,0,Newbie,40.0
San Francisco,48715995,Inner Richmond 1 bd/1bath near Golden Gate Park,7089131,Daniel Elias,Inner Richmond,37.77547,-122.46536,Entire home/apt,157.0,30,20,2025-05-31,0.43,2,73,7,,False,Mid,4.049566372595382,0,Intermediate,7.476190476190476
San Francisco,48736078,"Heart of the City, surrounded by nature + hot tub",61793006,Kristen,Diamond Heights,37.73666,-122.44309,Entire home/apt,509.0,4,28,2025-02-23,0.55,1,19,3,STR-0004665,False,High,4.729961427730216,0,Newbie,17.551724137931036
San Francisco,48753894,Corner Tower - Premium Walkable for UCSF and GGP,165901112,Dennis,Inner Sunset,37.76514,-122.46098,Private room,145.0,30,25,2024-10-25,0.51,1,32,2,STR-0005201,False,Mid,3.820256997602585,0,Newbie,5.576923076923077
San Francisco,48805636,Two Bedroom with Private Balcony and Bay Views,22541573,Furnished Quarters,South of Market,37.78647,-122.39386,Entire home/apt,165.0,30,2,2022-03-07,0.05,7,234,0,,False,Mid,2.590597379017049,0,Experienced,55.0
San Francisco,48868004,TWO LARGE ROOMS AND PRIVATE BATH,147938322,Bella,Noe Valley,37.75232,-122.42882,Entire home/apt,176.0,1,1,2025-01-15,0.19,2,137,1,City registration pending,False,Mid,2.640073277864216,0,Intermediate,88.0
San Francisco,48890376,3 Bed/3 Bath home on cul-de-sac in Laurel Heights,86183328,Jeff,Presidio Heights,37.78435,-122.44921,Entire home/apt,375.0,31,9,2025-03-09,0.18,2,83,2,,False,High,2.827817611539491,0,Intermediate,37.5
San Francisco,48905338,Studio Suite in the Heart of San Francisco!,159391934,Kalven,Downtown/Civic Center,37.78893,-122.40919,Entire home/apt,353.0,2,54,2025-05-15,1.06,11,9,9,Exempt,False,High,1.7983037662246926,0,Superhost,6.418181818181818
San Francisco,48907152,Donatello Hotel:_,52178915,Jim,Downtown/Civic Center,37.78753,-122.40927,Entire home/apt,95.0,2,35,2025-05-01,0.68,51,5,4,Exempt,False,Low,1.6617695270025679,0,Superhost,2.638888888888889
San Francisco,48916461,Cozy Masterbedroom with Priv Bath near UCSF,5977346,Melissa,Outer Sunset,37.75542,-122.47946,Private room,64.0,30,7,2025-06-04,0.15,7,156,1,,False,Low,5.716642185574078,0,Experienced,8.0
San Francisco,48944113,2 Bedroom Suite in the Heart of Fisherman's Wharf!,20704144,William,Russian Hill,37.80635,-122.41989,Entire home/apt,264.0,2,6,2025-05-14,0.25,22,2,3,Exempt,False,High,3.4909815117940473,0,Superhost,37.714285714285715
San Francisco,48955947,Iconic & Well-Appointed Pac Ht Victorian+Location!,91488071,Daniel Y S,Pacific Heights,37.79401,-122.42664,Entire home/apt,131.0,30,12,2024-11-19,0.28,3,192,2,,False,Mid,2.214872111489801,0,Intermediate,10.076923076923077
San Francisco,48975571,Charming Studio Hotel w/ Hot Tub!,159391934,Kalven,Downtown/Civic Center,37.78851065425708,-122.40971840980754,Private room,353.0,2,13,2024-10-30,0.39,11,14,2,Exempt,False,High,1.7348028164911784,0,Superhost,25.214285714285715
San Francisco,48975753,Top Floor Flat. New Remodel with Art & Views.,739859,Jeff,Mission,37.75978,-122.40721,Entire home/apt,270.0,30,5,2022-10-05,0.11,1,273,0,,False,High,1.9924714612556995,0,Newbie,45.0
San Francisco,48981272,1GB-Private Room (share bath) at Marina/Cow Hollow,157999191,Berlin,Marina,37.80097,-122.43311,Private room,57.0,30,17,2025-05-13,0.37,26,287,5,,False,Low,3.1354694145768947,0,Superhost,3.1666666666666665
San Francisco,49015924,"Newly Renovated, Spacious Unit in the Heart of SF",330231,Richard,Bernal Heights,37.74442,-122.42287,Entire home/apt,160.0,30,7,2025-06-10,0.16,9,281,2,,False,Mid,3.396824345758541,0,Experienced,20.0
San Francisco,49016583,Historic 1924 Getaway in the Heart of Russian Hill,11026772,Kathy,Russian Hill,37.80167,-122.42338,Entire home/apt,196.0,30,16,2025-05-18,0.33,2,62,5,,False,Mid,2.991879020807423,0,Intermediate,11.529411764705882
San Francisco,49038059,5-Star Designer Studio SOMA #Balcony #RoofTopDeck,226555948,Gino Angelo Timpog,South of Market,37.78165,-122.39919,Entire home/apt,124.0,180,7,2023-12-16,0.15,12,258,0,,False,Mid,1.9316344017644758,0,Superhost,15.5
San Francisco,49043980,Charming Sherwood Forest Private Apt. Free Parking,8517866,Maria,West of Twin Peaks,37.73817,-122.45966,Entire home/apt,237.0,2,58,2025-05-26,1.17,1,139,15,2025-005379STR,False,High,5.404310987645485,0,Newbie,4.016949152542373
San Francisco,49058232,Breathtaking Bay View!,395647147,Ruobing,Presidio,37.80594,-122.44864,Entire home/apt,540.0,2,126,2025-05-18,2.54,1,268,27,STR-0005857,False,High,4.301479020947768,0,Newbie,4.251968503937008
San Francisco,49060748,Club Donatello in heart of Union Square,245447609,Kim,Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,250.0,2,5,2025-05-03,0.11,15,147,3,timeshare,False,High,1.6426068939173382,0,Superhost,41.666666666666664
San Francisco,49061200,"Brand New, Modern 1 Bedroom in Pacific Heights",129904961,Galina,Pacific Heights,37.79543,-122.42691,Entire home/apt,125.0,30,12,2025-04-29,0.27,5,239,4,,False,Mid,2.372760742982619,0,Experienced,9.615384615384615
San Francisco,49081860,Nobhill PRIVATE ROOM #3 w/ private en-suite bath,394604022,Veronica,Nob Hill,37.79114,-122.41073,Private room,99.0,2,126,2025-05-20,2.52,4,223,13,2023-008833STR,False,Low,1.957644492025413,0,Experienced,0.7795275590551181
San Francisco,49081984,Nobhill PRIVATE ROOM #6 w/ en-suite bath,394604022,Veronica,Downtown/Civic Center,37.78967,-122.41261,Private room,91.0,2,151,2025-06-01,3.06,4,206,19,2023-008833STR,False,Low,1.7450687233244255,0,Experienced,0.5986842105263158
San Francisco,49089497,Nobhill PRIVATE ROOM #5 w/ en-suite bath,394604022,Veronica,Downtown/Civic Center,37.78953,-122.41274,Private room,94.0,2,102,2025-05-29,2.1,4,225,21,2023-008833STR,False,Low,1.7265545534842361,0,Experienced,0.912621359223301
San Francisco,49090400,(#3) 3BR 1Ba Renovated Flat in the heart of SoMA,6340691,Michael Joseph,South of Market,37.77782,-122.41168,Entire home/apt,120.0,60,7,2024-07-08,0.15,1,312,1,,False,Mid,0.7533944037703517,0,Newbie,15.0
San Francisco,49093030,Charming Cozy Home in nature SF views and parks.,229685084,Zhi Yuan,Excelsior,37.72299,-122.42622,Entire home/apt,153.0,2,166,2025-05-31,3.32,3,27,41,STR-0005097,False,Mid,5.792847184885117,0,Intermediate,0.9161676646706587
San Francisco,49111995,High-End studio - Natural light - Noe Valley,2410057,Ben,Mission,37.75312,-122.42518,Entire home/apt,94.0,30,13,2025-05-10,0.26,1,187,4,,False,Low,2.470472180758524,0,Newbie,6.714285714285714
San Francisco,49115658,"Entire Beautiful modern home, hot tub, great view.",14170355,Cory,Castro/Upper Market,37.758636,-122.435921,Entire home/apt,406.0,2,45,2025-03-03,1.16,2,5,6,2021-001994STR,False,High,2.3189682162135448,0,Intermediate,8.826086956521738
San Francisco,49130015,3000-Big 4B3B Ground Unit near HW1 SFSU Stonestown,396251035,Lily,Lakeshore,37.73167,-122.47795,Entire home/apt,252.0,2,116,2025-05-31,2.33,3,131,24,STR-0004823,False,High,7.045972583870719,0,Intermediate,2.1538461538461537
San Francisco,49131050,MARINA Waterfront Master Suite,262054570,Kenny,Marina,37.805939,-122.435486,Private room,254.0,1,151,2025-06-08,2.99,3,358,29,2023-009171STR,False,High,3.725084196782919,0,Intermediate,1.6710526315789473
San Francisco,49161676,"Sweet Suite w/ EV charger & Parking, 5 min to SFSU",13340074,May,Lakeshore,37.71984,-122.47423,Entire home/apt,179.0,2,189,2025-05-27,3.74,1,307,42,STR-0004776,False,Mid,7.790904175724607,0,Newbie,0.9421052631578948
San Francisco,49180146,Bright Urban Retreat w/Private Hot Tub/Entrance,71975,Oscar,Twin Peaks,37.7544,-122.45452,Entire home/apt,150.0,2,223,2025-06-05,4.42,7,31,68,STR-0004780,False,Mid,3.8409811751278453,0,Experienced,0.6696428571428571
San Francisco,49212898,"Private Bedrm Near Sup.Market,Transp.,Restau. 9A1",9219277,Henry,Parkside,37.74385369509232,-122.47582977217031,Private room,51.0,30,3,2025-04-11,0.14,12,216,1,,False,Low,6.049799310912056,0,Superhost,12.75
San Francisco,49217813,Queen Garden Room Near UCSF and Golden Gate Park,43918217,Mike,Inner Sunset,37.76525,-122.45355,Private room,85.0,30,5,2023-08-12,0.1,7,91,0,,False,Low,3.1937740472819014,0,Experienced,14.166666666666666
San Francisco,49248632,Charming one bedroom Noe Valley.,258005,Rose,Glen Park,37.74078,-122.42679,Entire home/apt,129.0,3,109,2025-05-18,2.2,1,180,21,pending,False,Mid,3.8426259604497734,0,Newbie,1.1727272727272726
San Francisco,49249440,Nobhill PRIVATE ROOM #4 w/ private en-suite bath,394604022,Veronica,Downtown/Civic Center,37.78941,-122.41128,Private room,98.0,2,114,2025-05-30,2.3,4,210,15,2023-008833STR,False,Low,1.7622052807231208,0,Experienced,0.8521739130434782
San Francisco,49255910,Convenient place Private bathroom SupMarket 9C1,9219277,Henry,Parkside,37.74327,-122.47502,Private room,58.0,30,9,2025-01-19,0.19,12,195,2,,False,Low,6.028797288633225,0,Superhost,5.8
San Francisco,49257231,Sunny Large Penthouse Views 2 bed above Noe Valley,709325,Mark,Twin Peaks,37.74758,-122.44549,Entire home/apt,178.0,30,4,2023-09-04,0.1,4,283,0,,False,Mid,3.805266855300566,0,Experienced,35.6
San Francisco,49261963,Beautiful  Spacious Flat across from ZSFGH,397434812,Jeanette,Mission,37.75472,-122.40635,Entire home/apt,260.0,30,8,2025-04-14,0.17,1,198,3,,False,High,2.5177327984836255,0,Newbie,28.88888888888889
San Francisco,49270960,Spacious 4br/3ba Victorian in ultra-prime location,113483038,Wade,Pacific Heights,37.79215,-122.43462,Entire home/apt,540.0,5,27,2025-05-26,0.77,1,335,10,2022-006636STR,False,High,2.337374947180843,0,Newbie,19.285714285714285
San Francisco,49275786,"Modern, New Studio with Private Patio",129904961,Galina,Pacific Heights,37.79373,-122.42655,Entire home/apt,105.0,30,13,2024-09-20,0.28,5,311,2,,False,Low,2.1828283713550722,0,Experienced,7.5
San Francisco,49275820,2br Victorian House with Breathtaking views,58232149,Carlos,Potrero Hill,37.759869,-122.402878,Entire home/apt,344.0,1,220,2025-06-12,4.51,2,297,34,STR-0005231,False,High,2.2141536311153476,0,Intermediate,1.5565610859728507
San Francisco,49276273,Large1B/1BA Haight Ashbury with W&D #3,110078968,Ahmed,Haight Ashbury,37.76958,-122.45248,Entire home/apt,86.0,30,11,2025-06-01,0.24,6,223,3,,False,Low,2.973675616260179,0,Experienced,7.166666666666667
San Francisco,49294011,The Skybox - Buena Vista,1855382,Will,Haight Ashbury,37.76858,-122.43909,Entire home/apt,469.0,30,20,2025-04-04,0.4,1,57,7,pending,False,High,1.8712242807743675,0,Newbie,22.333333333333332
San Francisco,49295380,Spacious 3bd home in the heart of San Francisco,4093167,Jeremie,Haight Ashbury,37.76065,-122.45107,Entire home/apt,540.0,30,17,2022-11-29,0.34,1,334,0,pending,False,High,3.207479400536048,0,Newbie,30.0
San Francisco,49296464,Alta Plaza Park Studio,303118342,Jesse,Pacific Heights,37.78971,-122.43572,Entire home/apt,150.0,30,1,2024-01-06,0.06,19,313,0,,False,Mid,2.183784224466443,0,Superhost,75.0
San Francisco,49318980,Private Room in Historic Haight Ashbury Victorian,129961318,John L,Haight Ashbury,37.77257,-122.44973,Private room,106.0,3,156,2025-06-01,3.65,1,180,40,2024-007258STR,False,Low,2.684607901665631,0,Newbie,0.6751592356687898
San Francisco,49327047,Loft at Marina/Cow Hollow,157999191,Berlin,Marina,37.80084,-122.43287,Entire home/apt,100.0,30,21,2025-02-27,0.42,26,126,4,,False,Low,3.1140428732364747,0,Superhost,4.545454545454546
San Francisco,49365065,"Master Suite, Queen bed, private bath & kitchen",398181576,Tina,Inner Sunset,37.76246078786755,-122.46311959952214,Entire home/apt,150.0,30,21,2025-05-26,3.28,1,254,21,2024-010277STR,False,Mid,4.091985473147539,0,Newbie,6.818181818181818
San Francisco,49370364,Perfect for someone loving the park + ocean vibe.,325755259,Melisa,Outer Sunset,37.76138,-122.48927,Private room,55.0,2,1,2024-11-25,0.15,7,341,1,2024-007558STR,False,Low,6.336380338256028,0,Experienced,27.5
San Francisco,49372509,Marina Waterfront Home,262054570,Kenny,Marina,37.80633,-122.43416,Entire home/apt,540.0,2,1,2022-12-04,0.03,3,245,0,2023-009171STR,False,High,3.7228773558358124,0,Intermediate,270.0
San Francisco,49409072,Penthouse by the Park,22735680,Leslie,Outer Sunset,37.76477,-122.48211,Entire home/apt,141.0,30,17,2025-06-15,0.41,1,51,3,,False,Mid,5.6383842685887995,0,Newbie,7.833333333333333
San Francisco,49418236,"Prime Mid Century Flat, Laundry, Parking.",137980,Jack,Castro/Upper Market,37.76008224487305,-122.43833923339844,Entire home/apt,371.0,30,20,2025-05-14,0.43,3,176,5,,False,High,2.3429690771974174,0,Intermediate,17.666666666666668
