region,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,is_price_outlier,price_bin,distance_to_region_center,region_encoded,host_experience_level,price_per_review
San Francisco,45179395,1 BR Suite + Rooftop + Gym l Dogpatch,248285981,The Landing,Potrero Hill,37.75714,-122.39361,Entire home/apt,125.0,30,9,2024-08-24,0.17,2,186,1,,False,Mid,3.0082224590287554,0,Intermediate,12.5
San Francisco,45190219,Bungalow on the Beach,156504244,Richard,Outer Richmond,37.77274,-122.50973,Entire home/apt,140.0,30,1,2023-06-19,0.04,1,365,0,,False,Mid,7.961821857178758,0,Newbie,70.0
San Francisco,45202539,Stylish and cozy suite with private entrance,70423889,Giulio,Bernal Heights,37.74726118421266,-122.40657197575445,Entire home/apt,180.0,1,181,2025-06-12,3.14,1,246,29,STR-0004476,False,Mid,3.2693147493976245,0,Newbie,0.989010989010989
San Francisco,45224017,Spacious Room in the heart of North Beach,19584367,Elisa,Russian Hill,37.80307,-122.41454,Private room,55.0,30,17,2025-04-20,0.3,4,295,3,,False,Low,3.1558279691037705,0,Experienced,3.0555555555555554
San Francisco,45236883,Family Friendly Oasis in Glen Park,2028540,Miranda,Diamond Heights,37.73591,-122.44311,Entire home/apt,470.0,3,24,2025-06-15,0.68,1,6,4,STR-0005601,False,High,4.805569380243887,0,Newbie,18.8
San Francisco,45284420,Noe Valley 3 bedroom with parking &Backyard& Deck,330231,Richard,Bernal Heights,37.74245,-122.42383,Entire home/apt,165.0,30,8,2023-08-26,0.14,9,297,0,,False,Mid,3.6227809940436946,0,Experienced,18.333333333333332
San Francisco,45346229,Sunny Nob Hill 2 bedroom apartment.,205380212,Joerg,Nob Hill,37.79533,-122.4203,Entire home/apt,180.0,30,7,2023-01-04,0.13,1,168,0,,False,Mid,2.268960488584866,0,Newbie,22.5
San Francisco,45355127,Bright Centrally Apt located near everything,109550778,Gregory Fong,Nob Hill,37.79611,-122.41364,Entire home/apt,91.0,30,18,2025-05-19,0.35,3,183,2,,False,Low,2.4082064402606753,0,Intermediate,4.7894736842105265
San Francisco,45369733,"San Francisco Studio w/ Hot Tub, Sauna & Roof Deck",87164837,Drew,Downtown/Civic Center,37.78698,-122.40961,Entire home/apt,236.0,2,29,2025-04-02,0.51,2,7,11,Exempt,False,High,1.594207850026795,0,Intermediate,7.866666666666666
San Francisco,45377409,Immaculately clean and well designed.,365825241,Arben,Haight Ashbury,37.77358,-122.43787,Entire home/apt,195.0,30,6,2025-06-01,0.12,1,364,2,,False,Mid,1.633808474495991,0,Newbie,27.857142857142858
San Francisco,45385423,Inner Sunset Retreat with private entrance,13008705,Michelle,Inner Sunset,37.74985044715925,-122.4747076034546,Entire home/apt,164.0,2,33,2025-06-05,3.06,1,99,33,STR-0007175,False,Mid,5.610743378099453,0,Newbie,4.823529411764706
San Francisco,45421974,Modern New Condo in City Center,36999583,Hao,Downtown/Civic Center,37.78781,-122.42079,Entire home/apt,162.0,30,14,2025-05-15,0.25,1,279,2,,False,Mid,1.4381335313818369,0,Newbie,10.8
San Francisco,45423640,Cozy SF Coastal Abode,56125065,Margaret,Outer Richmond,37.77956,-122.49946,Entire home/apt,101.0,1,440,2025-05-27,7.62,1,184,79,STR-0004997,False,Low,7.072024224309878,0,Newbie,0.2290249433106576
San Francisco,45469961,San Francisco at Marina Neighborhood with Parking,56874549,Fatima,Marina,37.80021,-122.42921,Entire home/apt,119.0,31,14,2023-09-20,0.26,3,166,0,,False,Mid,2.9391170564392257,0,Intermediate,7.933333333333334
San Francisco,45492650,Top Floor 2 bd + small office 1 bathrm  Yard & Pkg,3131531,Monica,Mission,37.75757,-122.41825,Entire home/apt,181.0,30,6,2024-08-17,0.11,2,213,1,,False,Mid,1.9261594030486882,0,Intermediate,25.857142857142858
San Francisco,45520374,"Private, bright and cute guesthouse with loft",291050,Ka,Bayview,37.71895755561668,-122.39744365910312,Entire home/apt,93.0,30,16,2025-05-31,0.29,2,215,5,2025-000000STR,False,Low,6.503696308938347,0,Intermediate,5.470588235294118
San Francisco,45540293,Top floor Sunny view with 2 bedrooms,694377,Beatrice,Russian Hill,37.79806,-122.41208,Entire home/apt,133.0,30,7,2025-02-16,0.12,16,312,1,,False,Mid,2.650219827326224,0,Superhost,16.625
San Francisco,45542268,3 blocks to Golden Gate Park from Lovely 3BR Home,285079318,Winnie,Inner Sunset,37.76003,-122.47604,Entire home/apt,213.0,2,233,2025-06-02,4.05,1,44,41,2025-003936STR,False,High,5.256335518951025,0,Newbie,0.9102564102564102
San Francisco,45595687,Downtown - Cozy  & Comfortable - Near BART,103884979,Rams,South of Market,37.77538,-122.41625,Private room,119.0,1,123,2025-05-18,2.17,15,331,7,0490135,False,Mid,0.28258252677580026,0,Superhost,0.9596774193548387
San Francisco,45624070,Gorgeous period Victorian room in Noe Valley,21196676,Craig,Noe Valley,37.747669,-122.425255,Private room,80.0,1,299,2025-06-11,5.24,5,213,66,STR-0003573,False,Low,3.0661394110689355,0,Experienced,0.26666666666666666
San Francisco,45625654,Sunny 2 bedrooms with 2 balconies .,694377,Beatrice,Nob Hill,37.79522,-122.41417,Entire home/apt,164.0,30,4,2024-09-30,0.14,16,312,1,,False,Mid,2.3019384693105263,0,Superhost,32.8
San Francisco,45635976,Charming Victorian in Ashbury Heights,625762,Lindsea Taylor,Haight Ashbury,37.76716,-122.44684,Entire home/apt,165.0,30,10,2025-02-23,0.2,2,304,3,,False,Mid,2.565695299282302,0,Intermediate,15.0
San Francisco,45637368,San Francisco Romantic Carriagehouse,7354696,William Edward,Western Addition,37.77178,-122.43491,Entire home/apt,210.0,30,2,2025-03-12,0.06,1,324,1,,False,Mid,1.409660819984474,0,Newbie,70.0
San Francisco,45641505,"Beautiful, remodeled Beach condo next to GG park",18173199,Alex,Outer Sunset,37.76063,-122.50772,Entire home/apt,185.0,365,11,2021-11-06,0.23,1,365,0,pending,False,Mid,7.941311089230151,0,Newbie,15.416666666666666
San Francisco,45654835,Private suite & bath w/ nearby convenience,183828403,Jonathan,Excelsior,37.72856,-122.41077,Private room,90.0,30,8,2025-04-30,0.15,3,195,1,,False,Low,5.199285451743642,0,Intermediate,10.0
San Francisco,45657042,"Peaceful Private Room B, 3 Min Walk To Ocean Beach",369884091,Xiao Ying,Outer Sunset,37.7512,-122.50424,Private room,110.0,2,156,2025-06-11,2.72,3,338,22,2023-001046STR,False,Mid,7.9249258963831455,0,Intermediate,0.7006369426751592
San Francisco,45658379,"Peaceful Private Room A, 3 Min Walk To Ocean Beach",369884091,Xiao Ying,Outer Sunset,37.74917,-122.50508,Private room,102.0,2,145,2025-05-18,2.53,3,349,11,2023-001046STR,False,Low,8.071818934940168,0,Intermediate,0.6986301369863014
San Francisco,45669885,Russian Hill Luxury Penthouse ORGANIC SANITATION,369987150,Andreas,Russian Hill,37.80003,-122.41172,Entire home/apt,540.0,30,9,2025-06-01,0.2,1,300,4,,False,High,2.870106015909088,0,Newbie,54.0
San Francisco,45675987,Hayes Valley- Sunny Modern Designer Condo,345991025,Danielle,Western Addition,37.77723,-122.4243,Entire home/apt,332.0,30,11,2024-08-31,0.22,1,311,1,,False,High,0.5032212399720122,0,Newbie,27.666666666666668
San Francisco,45703397,Cozy apartment in Downtown San Francisco,5064103,Reni,Nob Hill,37.79177,-122.41212,Entire home/apt,100.0,30,11,2023-11-19,0.21,1,157,0,,False,Low,1.9792167240749634,0,Newbie,8.333333333333334
San Francisco,45713504,Sea Theme Private Suite near ocean beach,189949162,Joey,Outer Sunset,37.74888,-122.50472,Private room,101.0,1,357,2025-06-11,7.16,5,124,61,STR-0005723,False,Low,8.053656860590884,0,Experienced,0.28212290502793297
San Francisco,45739694,Sunny and Bright San Francisco studio with patio!,370792476,Andrew,South of Market,37.78818,-122.38947,Entire home/apt,132.0,30,16,2025-06-11,0.29,1,298,3,,False,Mid,3.02064511751593,0,Newbie,7.764705882352941
San Francisco,45745045,Drum Set Room at the Green Hut,370838667,Guillermo,Mission,37.75232,-122.4083,Private room,36.0,30,131,2025-01-31,2.3,4,0,1,pending,False,Low,2.690286316597697,0,Experienced,0.2727272727272727
San Francisco,45745602,Ukulele Room at The Green Hut,370838667,Guillermo,Mission,37.75301,-122.40803,Private room,40.0,30,95,2025-01-09,1.66,4,269,1,pending,False,Low,2.6280655465254785,0,Experienced,0.4166666666666667
San Francisco,45745676,Bass Room at The Green Hut,370838667,Guillermo,Mission,37.75148,-122.40832,Private room,43.0,30,161,2025-05-24,2.82,4,221,27,2023-001615STR,False,Low,2.7767284792867324,0,Experienced,0.2654320987654321
San Francisco,45745768,Old Guitar Room at The Green Hut,370838667,Guillermo,Mission,37.75253,-122.40858,Private room,35.0,30,94,2024-12-20,1.73,4,231,2,City registration pending,False,Low,2.6596425256197334,0,Experienced,0.3684210526315789
San Francisco,45798438,"Ocean Views Private Master Bed. Reno BA, Deck, Pkg",371281355,Pedro,Ocean View,37.71731,-122.46566,Private room,74.0,30,49,2024-09-30,0.87,8,204,1,City registration pending,False,Low,7.581591164639721,0,Experienced,1.48
San Francisco,45805136,Modern Private Bedroom & Bath - Separate entrance,1535113,Joshin,Crocker Amazon,37.71137,-122.43826,Private room,79.0,1,298,2025-06-13,5.27,1,37,59,str-0004076,False,Low,7.244582694092336,0,Newbie,0.26421404682274247
San Francisco,45806097,Stunning Mission Loft w/ view and private roof,358097,Andrew,Mission,37.76225,-122.4143,Entire home/apt,215.0,35,6,2024-06-30,0.15,1,197,1,,False,High,1.4742020532522095,0,Newbie,30.714285714285715
San Francisco,45813759,Luxurious garden oasis in the heart of SF,20766247,James Edward,Noe Valley,37.7476,-122.43197,Entire home/apt,356.0,3,176,2025-05-06,3.15,1,124,23,STR-0006044,False,High,3.2261771276266185,0,Newbie,2.0112994350282487
San Francisco,45814991,Cozy Garden Apartment in Sunny Mission District,3240477,Richard,Mission,37.75432,-122.4085,Entire home/apt,138.0,30,19,2025-03-31,0.33,1,255,1,STR-0003118,False,Mid,2.477914478453348,0,Newbie,6.9
San Francisco,45830359,"Bayside Refuge: Mid Century w/ Views, Free Parking",61459936,Victoria,Bayview,37.73579,-122.38472,Entire home/apt,496.0,3,38,2025-05-30,1.13,2,264,16,2022-006515STR,False,High,5.308786545435362,0,Intermediate,12.717948717948717
San Francisco,45832877,Private Studio Apartment in the Mission!,4731705,Shilpa,Mission,37.76005,-122.41159,Entire home/apt,99.0,30,4,2024-07-01,0.25,1,53,1,,False,Low,1.7861118186284115,0,Newbie,19.8
San Francisco,45843816,Charming Mission Apartment,21795537,Liat,Mission,37.7585,-122.40815,Entire home/apt,303.0,2,103,2025-06-06,1.84,1,59,23,STR-0004911,False,High,2.0726634795678125,0,Newbie,2.9134615384615383
San Francisco,45889585,"Bernal Heights, SF Studio, Great View !",5928633,Derek,Bernal Heights,37.744488,-122.418688,Entire home/apt,200.0,2,70,2025-06-11,1.65,2,348,13,2021-003352STR,False,Mid,3.376069730447573,0,Intermediate,2.816901408450704
San Francisco,45926438,Sunny Edwardian Retreat by Dolores Park,26974296,Marcello,Noe Valley,37.75565,-122.427,Entire home/apt,208.0,30,14,2025-06-14,0.25,1,181,7,,False,Mid,2.239079083064905,0,Newbie,13.866666666666667
San Francisco,45941698,Stay in One of the Coveted Neighborhoods in SF!,372448842,Ame,Bernal Heights,37.7365,-122.41616,Entire home/apt,173.0,2,64,2025-04-02,1.14,1,207,13,2024-001666STR,False,Mid,4.271640165771197,0,Newbie,2.6615384615384614
San Francisco,45957153,Private Apartment in Mission/Bernal Heights 2 Room,233982334,Maria,Bernal Heights,37.74109,-122.42345,Entire home/apt,100.0,30,19,2025-02-08,0.36,2,134,3,,False,Low,3.769568549184809,0,Intermediate,5.0
San Francisco,45969661,Serene Pacific Studio South,1892430,Jan,Pacific Heights,37.7897,-122.43639,Entire home/apt,95.0,30,3,2025-04-30,0.07,18,289,1,,False,Low,2.2222632199523416,0,Superhost,23.75
San Francisco,45975078,Beautiful Modern Home near USF,9836166,Kacie,Western Addition,37.778603283864186,-122.44555910230504,Entire home/apt,500.0,4,15,2025-05-26,0.6,1,27,10,2023-002195STR,False,High,2.340934724348076,0,Newbie,31.25
San Francisco,45996800,"City Views, open remodeled kit & bath, bright room",371281355,Pedro,Ocean View,37.71964,-122.46543,Private room,65.0,30,30,2025-06-03,0.53,8,121,2,1118167,False,Low,7.35363431628127,0,Experienced,2.096774193548387
San Francisco,46021069,Light-filled apartment in the heart of SF,9018490,Mara,Haight Ashbury,37.76875,-122.44732,Entire home/apt,216.0,7,16,2025-04-26,0.91,1,146,9,STR-0004936,False,High,2.552814390690803,0,Newbie,12.705882352941176
San Francisco,46037939,Sunny 3-Bd Victorian Flat in the Mission District,373161933,Thomas,Mission,37.75158,-122.40776,Entire home/apt,170.0,30,1,2020-12-31,0.02,1,132,0,,False,Mid,2.7841379144424634,0,Newbie,85.0
San Francisco,46119882,Top floor bright clean apartment,17013917,Taya,Outer Richmond,37.77825,-122.48464,Entire home/apt,130.0,30,2,2021-04-04,0.04,3,327,0,,False,Mid,5.759545480064142,0,Intermediate,43.333333333333336
San Francisco,46138272,"Gracious, charming, bay view from every room",228403862,Cherie,Russian Hill,37.80005,-122.41692,Entire home/apt,135.0,30,7,2025-05-04,0.23,2,65,1,,False,Mid,2.799994989231872,0,Intermediate,16.875
San Francisco,46238846,Apartment in the heart of Noe Valley,3914306,Marcellino,Noe Valley,37.75036,-122.43271,Entire home/apt,150.0,30,3,2024-09-14,0.06,1,129,1,,False,Mid,2.965511285799102,0,Newbie,37.5
San Francisco,46266088,Spacious Suite & Private Bath,183828403,Jonathan,Excelsior,37.72905,-122.4098,Private room,86.0,30,5,2022-05-10,0.1,3,224,0,,False,Low,5.158818375701329,0,Intermediate,14.333333333333334
San Francisco,46266736,Renovated Room & En-suite Bath,183828403,Jonathan,Excelsior,37.72957,-122.41016,Private room,90.0,30,8,2025-05-05,0.15,3,213,2,,False,Low,5.096727670840252,0,Intermediate,10.0
San Francisco,46298609,Film-Featured Luxe 4BR Villa | City View+Nature,25116424,Yu,Inner Sunset,37.75539,-122.45501,Entire home/apt,540.0,2,12,2025-03-28,0.32,4,156,3,STR-0004481,False,High,3.81236381592277,0,Experienced,41.53846153846154
San Francisco,46396121,San Fran Studio in (SoMa) Neighborhood,22541573,Furnished Quarters,South of Market,37.78655,-122.39156,Entire home/apt,135.0,30,4,2023-01-05,0.08,7,226,0,,False,Mid,2.772517546626474,0,Experienced,27.0
San Francisco,46417292,"Well-appointed, comfortable room in heart of SF",375566645,Mark,Mission,37.76909,-122.42368,Private room,75.0,30,15,2025-04-03,0.33,22,119,2,,False,Low,0.747022378396457,0,Superhost,4.6875
San Francisco,46418088,"Sunny, comfortable room in heart of SF",375566645,Mark,Mission,37.76737,-122.42287,Private room,77.0,30,14,2024-10-31,0.27,22,117,1,,False,Low,0.8899324540661738,0,Superhost,5.133333333333334
San Francisco,46468461,Charming San Francisco Apartment with Views,119686948,Vaishali Kirit,Inner Richmond,37.77863,-122.45308,Entire home/apt,251.0,3,117,2025-05-19,2.15,1,235,27,STR-0007017,False,High,2.995885316246555,0,Newbie,2.1271186440677967
San Francisco,46497687,Outer Richmond Bungalow,6557046,Max,Outer Richmond,37.77548,-122.49143,Entire home/apt,144.0,3,94,2025-06-01,2.15,1,38,18,2023-009186STR,False,Mid,6.346162966374027,0,Newbie,1.5157894736842106
San Francisco,46505554,2BR Garden Cottage Nestled in the Heart of SF!,4873926,Katherine & Philip,Marina,37.79757,-122.42562,Entire home/apt,274.0,30,9,2025-04-05,0.16,2,103,3,,False,High,2.575160044313207,0,Intermediate,27.4
San Francisco,46512891,"Peaceful Private Room C, 3 Min Walk To Ocean Beach",369884091,Xiao Ying,Outer Sunset,37.75134,-122.50476,Private room,105.0,2,145,2025-05-04,2.62,3,355,8,2023-001046STR,False,Low,7.963039104099128,0,Intermediate,0.7191780821917808
San Francisco,46549103,Spacious Family Home  (3bd) w Backyard Deck,918385,Helen,Ocean View,37.71419,-122.46089,Entire home/apt,366.0,2,78,2025-05-30,1.5,2,250,9,STR-0004227,False,High,7.666597422634742,0,Intermediate,4.632911392405063
San Francisco,46553625,Large 2 BR in the beautiful Quesada Garden,82999389,Serena,Bayview,37.7336,-122.39101,Entire home/apt,109.0,30,3,2022-08-01,0.06,3,280,0,1119424,False,Low,5.222262433176555,0,Intermediate,27.25
San Francisco,46601899,Luxury One Bedroom with Resort Amenities in SoMa,22541573,Furnished Quarters,Financial District,37.78601,-122.40116,Entire home/apt,295.0,30,4,2024-12-15,0.08,7,344,2,,False,High,2.025461468617417,0,Experienced,59.0
San Francisco,46640594,SF Lux Private Designer Penthouse on Mt Davidson,27236449,Tim,West of Twin Peaks,37.73877,-122.44778,Entire home/apt,302.0,3,52,2025-06-13,1.0,1,258,16,STR-0004860,False,High,4.726062151210532,0,Newbie,5.69811320754717
San Francisco,46644129,"Marina Bliss: Designer Suite, Waterfront, Private",13242738,Victor,Marina,37.80466743067501,-122.43490988118477,Entire home/apt,323.0,2,131,2025-06-15,5.03,1,136,58,2023-003197STR,False,High,3.5752663556516064,0,Newbie,2.446969696969697
San Francisco,46676129,"2 bedroom, 2 bath, city dream! AMAZING VIEWS",23918094,Nadine,South of Market,37.78809,-122.39134,Entire home/apt,305.0,30,2,2022-07-15,0.05,2,305,0,,False,High,2.8728770695639114,0,Intermediate,101.66666666666667
San Francisco,46732281,SF 2-Bedroom Apt at Cow Hollow with Parking,56874549,Fatima,Marina,37.80017,-122.4292,Entire home/apt,149.0,31,23,2025-06-12,0.46,3,304,3,,False,Mid,2.934614696553695,0,Intermediate,6.208333333333333
San Francisco,46749763,Stunning One Bedroom in Luxury SoMa Building,22541573,Furnished Quarters,Financial District,37.78765,-122.40068,Entire home/apt,285.0,30,5,2025-06-14,0.1,7,273,2,,False,High,2.1730556794113856,0,Experienced,47.5
San Francisco,46780128,"Private Modern Retreat - Patio, Fire Pit, Hot Tub+",54810554,Elizabeth,Twin Peaks,37.75496,-122.44326,Entire home/apt,281.0,1,155,2025-05-30,2.85,2,329,39,STR-0004461,False,High,3.052550473257139,0,Intermediate,1.8012820512820513
San Francisco,46877156,"Cottage private room SF, 5mins walk to BART",79715071,Yusuke,Ocean View,37.72197,-122.45,Private room,30.0,30,5,2023-12-28,0.1,2,0,0,,False,Low,6.464213909412696,0,Intermediate,5.0
San Francisco,46920923,Relax in SF,21003274,Adrian,Bernal Heights,37.73674,-122.41352,Private room,150.0,30,11,2025-04-26,0.25,1,54,3,2025-005093STR,False,Mid,4.267027564746325,0,Newbie,12.5
San Francisco,46986918,House like apartment with private entrance,694377,Beatrice,Russian Hill,37.79789,-122.41321,Entire home/apt,134.0,30,8,2024-05-28,0.15,16,312,0,,False,Mid,2.609321674964068,0,Superhost,14.88888888888889
San Francisco,47028102,Konrad on the Park | 2 Bedroom Apartment,380133125,Lindsay,Western Addition,37.78267,-122.42476,Entire home/apt,179.0,30,8,2025-01-20,0.17,1,295,4,,False,Mid,0.9832177464775015,0,Newbie,19.88888888888889
San Francisco,47049897,"Inner Sunset.  In city but away from ""The City""",7241833,James,Outer Sunset,37.75846,-122.47699,Private room,96.0,2,100,2025-05-25,1.85,1,23,20,2024-009584STR,False,Low,5.3923678938484585,0,Newbie,0.9504950495049505
San Francisco,47052884,Charming and Perfectly Located Nob Hill Condo,1671976,Stefan,Nob Hill,37.79416,-122.41124,Entire home/apt,140.0,30,12,2025-03-15,0.24,3,106,2,,False,Mid,2.2553270646057206,0,Intermediate,10.76923076923077
San Francisco,47068509,Contemporary condo in SOMA/Hayes Valley,3955832,Randall,Western Addition,37.77078,-122.42584,Entire home/apt,155.0,180,1,2023-01-04,0.03,1,364,0,,False,Mid,0.7287206333290001,0,Newbie,77.5
San Francisco,47101484,Renovated 4BR/2.5BA Views Quiet (huge 2200 sq ft),12556651,Jaysa,West of Twin Peaks,37.73489,-122.44433,Entire home/apt,419.0,30,8,2022-08-09,0.15,1,134,0,,False,High,4.954499465330948,0,Newbie,46.55555555555556
San Francisco,47102878,"Spacious Luxury SF Loft,  Near Waterfront w/Garage",49226984,Diana,South of Market,37.78546,-122.39315,Entire home/apt,179.0,30,10,2024-08-17,0.21,1,93,1,,False,Mid,2.5925419100249356,0,Newbie,16.272727272727273
San Francisco,47175250,San Fran Modern One Bedroom with Bay Bridge Views,22541573,Furnished Quarters,Financial District,37.7884,-122.39335,Entire home/apt,215.0,30,2,2022-08-06,0.04,7,264,0,,False,High,2.7406775271902775,0,Experienced,71.66666666666667
San Francisco,47242917,Designer Victorian Masterpiece with Mercedes,10081093,Cameron,Castro/Upper Market,37.76039,-122.43757,Entire home/apt,540.0,30,93,2025-06-10,1.74,1,167,1,2022-012167STR,False,High,2.270836236345684,0,Newbie,5.74468085106383
San Francisco,47394310,Spacious Sunny Studio,150732464,Salman,Nob Hill,37.79389,-122.41949,Entire home/apt,50.0,30,17,2025-02-13,0.33,11,38,1,,False,Low,2.1077605990149633,0,Superhost,2.7777777777777777
San Francisco,47403596,A real gem in the Heart of San Francisco,382671568,Edlira,Downtown/Civic Center,37.78081,-122.4224,Entire home/apt,110.0,90,7,2023-07-16,0.13,1,319,0,,False,Mid,0.7072047603196482,0,Newbie,13.75
San Francisco,47476769,Salty Suite-walk to the ocean/GGP & free parking,17230383,Marie,Outer Sunset,37.74921290545479,-122.5029635574766,Entire home/apt,170.0,2,38,2025-06-15,4.09,1,39,38,STR-0005966,False,Mid,7.895942587426837,0,Newbie,4.358974358974359
San Francisco,47579096,Must see Remodeled 3 bedroom in Anza Vista / NOPA,3503605,Joseph Yousef,Western Addition,37.78182,-122.4406,Entire home/apt,446.0,4,28,2025-05-03,0.6,2,187,7,1124809,False,High,2.019405699862074,0,Intermediate,15.379310344827585
San Francisco,47583339,Renovated near Painted Ladies / Alamo Square,2060012,Ari,Western Addition,37.7734,-122.42888,Private room,70.0,30,5,2025-06-01,0.15,31,147,2,,False,Low,0.8516310751018243,0,Superhost,11.666666666666666
San Francisco,47586305,NYC meets SF - 1B/1B in Exceptional Location,179291294,Ati,South of Market,37.7772,-122.39472,Entire home/apt,100.0,180,5,2022-05-06,0.1,1,319,0,,False,Low,2.1892156521706942,0,Newbie,16.666666666666668
San Francisco,47586424,Cozy Corner in Central San Francisco Location,206056863,Justin,Castro/Upper Market,37.75975,-122.44625,Entire home/apt,225.0,2,92,2025-06-04,1.97,1,28,18,STR-0006667,False,High,2.902453524484131,0,Newbie,2.4193548387096775
San Francisco,47705504,Urban Oasis 1 bed 1bath - 1 block to Dolores Park,384297401,Sophia & Tyler,Castro/Upper Market,37.7621,-122.43123,Entire home/apt,218.0,1,344,2025-06-04,6.51,1,257,60,STR-0006934,False,High,1.7620464401309044,0,Newbie,0.6318840579710145
San Francisco,47708045,"Sunny Top Floor 2BR, Quiet and 1 block from BART",151524034,Marc,Mission,37.75014,-122.41809,Entire home/apt,127.0,30,8,2024-08-31,0.18,3,305,1,,False,Mid,2.7505847501568184,0,Intermediate,14.11111111111111
San Francisco,47742973,"3 Bed ""HIP EDWARDIAN""  Cute House, Neighborly St",4152942,Clare,Mission,37.76359,-122.42051,Entire home/apt,165.0,30,4,2022-08-21,0.08,7,155,0,,False,Mid,1.2591246731725487,0,Experienced,33.0
San Francisco,47748204,Large studio in a classic building,694377,Beatrice,Nob Hill,37.79384,-122.41409,Entire home/apt,106.0,30,11,2025-05-16,0.23,16,310,2,,False,Low,2.153606472189342,0,Superhost,8.833333333333334
San Francisco,47804599,Quaint and Cute Bedroom in Inner Sunset,137211962,Jing,Inner Sunset,37.76148,-122.47514,Private room,38.0,30,5,2025-05-04,0.1,5,311,3,,False,Low,5.132062433179671,0,Experienced,6.333333333333333
San Francisco,47871031,Your Home away from Home in SF,385878161,Sally,Outer Richmond,37.77572,-122.49473,Entire home/apt,319.0,3,127,2025-05-07,2.41,1,190,20,pending,False,High,6.63717945329285,0,Newbie,2.4921875
San Francisco,47873934,Chic 3 Bdrm Victorian in trendy Area Close to Park,202536938,Kaleen,Haight Ashbury,37.77513,-122.44428,Entire home/apt,171.0,30,6,2025-05-11,0.12,4,214,1,,False,Mid,2.1920796018094144,0,Experienced,24.428571428571427
San Francisco,47907141,Totally Renovated Victorian House in Center SF!,32687481,Susan,Noe Valley,37.75037,-122.43164,Entire home/apt,520.0,2,32,2025-05-02,0.63,2,37,4,2023-003357STR,False,High,2.92847227617226,0,Intermediate,15.757575757575758
San Francisco,47924635,Dolores Park Garden Suite,39759525,Maria,Castro/Upper Market,37.75662,-122.43157,Entire home/apt,145.0,2,229,2025-05-27,4.38,3,218,40,pending,False,Mid,2.2948701499742117,0,Intermediate,0.6304347826086957
San Francisco,47928069,Bright and Centrally Located One Bedroom Apartment,45487490,Emily,Western Addition,37.7757,-122.42887,Entire home/apt,124.0,30,18,2025-04-26,0.35,2,288,5,,False,Mid,0.8390167098501923,0,Intermediate,6.526315789473684
San Francisco,47938763,Richmond District Top floor Pied a Terre,385869508,Nancy,Outer Richmond,37.7833251953125,-122.4820785522461,Entire home/apt,238.0,3,40,2025-06-02,0.78,1,128,13,Str-0004651,False,High,5.600308446241826,0,Newbie,5.804878048780488
San Francisco,47982363,Stylish Studio Suite in San Francisco,20704144,William,Chinatown,37.79141,-122.40724,Entire home/apt,133.0,1,7,2024-03-29,0.21,22,21,0,Exempt,False,Mid,2.122598566668695,0,Superhost,16.625
San Francisco,47991917,Newly Renovated near Alamo Square / Hayes Valley,2060012,Ari,Western Addition,37.772,-122.42945,Private room,66.0,30,7,2025-01-04,0.15,31,155,1,,False,Low,0.942115817843072,0,Superhost,8.25
San Francisco,48012976,"In a world famous House, Central San Francisco",7873769,Marty,Russian Hill,37.80305,-122.4168,Entire home/apt,310.0,30,7,2025-03-07,0.15,6,341,2,,False,High,3.132820601182291,0,Experienced,38.75
San Francisco,48017416,Artists home in historical Bernal Heights,25550326,Annaliese,Bernal Heights,37.73458,-122.41779,Entire home/apt,200.0,30,11,2025-02-17,0.25,2,171,2,,False,Mid,4.477439508153852,0,Intermediate,16.666666666666668
San Francisco,48019016,A-Private Room and Bath at Marina/Cow Hollow,157999191,Berlin,Marina,37.80101,-122.4325,Private room,68.0,30,9,2023-06-24,0.18,26,296,0,,False,Low,3.119293251643759,0,Superhost,6.8
San Francisco,48033302,Bright & Cozy Sunset Room,325755259,Melisa,Outer Sunset,37.76141,-122.4897,Private room,54.0,5,3,2025-02-01,0.06,7,152,1,2024-007558STR,False,Low,6.372411016858966,0,Experienced,13.5
San Francisco,48043930,2 Bedroom Suite with Bay Views from Rooftop Deck!,20704144,William,Russian Hill,37.80634,-122.42153,Entire home/apt,298.0,2,48,2025-05-11,0.93,22,2,10,Exempt,False,High,3.494644533524762,0,Superhost,6.081632653061225
San Francisco,48047294,SF Home near Ocean Beach & Golden Gate Park,151148,Lan,Outer Sunset,37.75058,-122.48564,Entire home/apt,180.0,4,105,2025-06-14,2.21,1,163,38,2022-008407STR,False,Mid,6.430677606325929,0,Newbie,1.6981132075471699
San Francisco,48076259,Urban living by the Bay - Entire condo 2Bed/2Bath,14059100,Ani,South of Market,37.78536,-122.39508,Entire home/apt,259.0,30,7,2025-05-07,0.15,1,311,3,,False,High,2.4367917476291234,0,Newbie,32.375
San Francisco,48082869,Dog-Friendly Entire House with Fenced Backyard,96117,Annette,Bayview,37.7372,-122.38801,Entire home/apt,174.0,2,16,2025-03-14,0.4,2,53,9,STR-0005525,False,Mid,5.016057975196626,0,Intermediate,10.235294117647058
